# IOReport telemetry  interval=250ms  csv=/Users/vanreece/dev/metal_ml_lab/experiments/016-matmul-discrimination/raw/20260429T213959.csv  states_csv=/Users/vanreece/dev/metal_ml_lab/experiments/016-matmul-discrimination/raw/20260429T213959-states.csv
# Ctrl-C to stop
# time        gpu mW    cpu mW    ane mW   dram mW   amcc mW    dcs mW    afr mW   disp mW    isp mW    ave mW  gpu_sram mW
  21:51:25  48139 mW   1306 mW      0 mW    763 mW   1419 mW   1921 mW   4065 mW    229 mW      7 mW      7 mW      0 mW
  21:51:26  48668 mW   1375 mW      0 mW    930 mW   1646 mW   2091 mW   4246 mW    392 mW      7 mW      7 mW      0 mW
  21:51:26  44243 mW   1359 mW      0 mW    799 mW   1574 mW   2059 mW   4092 mW    284 mW      7 mW      9 mW      0 mW
  21:51:26  44821 mW   1680 mW      0 mW    909 mW   1656 mW   2103 mW   4104 mW    333 mW      7 mW      9 mW      0 mW
  21:51:27  44188 mW   1620 mW      0 mW    878 mW   1646 mW   2103 mW   4129 mW    369 mW      9 mW      7 mW      0 mW
  21:51:27  42909 mW   1811 mW      0 mW    832 mW   1576 mW   2046 mW   4043 mW    240 mW      7 mW      9 mW      0 mW
  21:51:28  41431 mW   1383 mW      0 mW    887 mW   1620 mW   2039 mW   3949 mW    370 mW     11 mW      7 mW      0 mW
  21:51:28  42541 mW   1294 mW      0 mW    789 mW   1591 mW   2088 mW   4114 mW    247 mW      9 mW      9 mW      0 mW
  21:51:29  41051 mW   1486 mW      0 mW    907 mW   1678 mW   2105 mW   4041 mW    382 mW      9 mW      9 mW      0 mW
  21:51:29  40147 mW   1374 mW      0 mW    749 mW   1539 mW   2025 mW   3965 mW    253 mW      9 mW      9 mW      0 mW
  21:51:29  29703 mW   1428 mW      0 mW    863 mW   1564 mW   1931 mW   3216 mW    360 mW     11 mW      9 mW      0 mW
  21:51:30    378 mW   1657 mW      0 mW    536 mW    980 mW   1051 mW     78 mW    313 mW      9 mW      7 mW      0 mW
  21:51:30   1834 mW   1837 mW      0 mW    546 mW    903 mW    898 mW     33 mW    312 mW      7 mW      7 mW      0 mW
  21:51:31  51250 mW   1326 mW      0 mW    879 mW   1541 mW   1961 mW   3899 mW    381 mW      7 mW      9 mW      0 mW
  21:51:31  46270 mW   1288 mW      0 mW    814 mW   1612 mW   2121 mW   4141 mW    243 mW      7 mW      9 mW      0 mW
  21:51:32  43758 mW   1460 mW      0 mW    907 mW   1656 mW   2094 mW   3988 mW    377 mW     12 mW      7 mW      0 mW
  21:51:32  39637 mW   1689 mW      0 mW    734 mW   1454 mW   1927 mW   3713 mW    221 mW      9 mW      9 mW      0 mW
  21:51:33  41050 mW   1832 mW      0 mW    951 mW   1719 mW   2088 mW   3998 mW    396 mW      9 mW      9 mW      0 mW
  21:51:33  37541 mW   1214 mW      0 mW    695 mW   1381 mW   1711 mW   3658 mW    272 mW      9 mW      9 mW      0 mW
  21:51:33  39938 mW   1299 mW      0 mW    873 mW   1635 mW   1990 mW   3876 mW    345 mW     11 mW      9 mW      0 mW
  21:51:34  35851 mW   1316 mW      0 mW    806 mW   1596 mW   1789 mW   3662 mW    335 mW      9 mW      9 mW      0 mW
  21:51:34  36200 mW   1268 mW      0 mW    828 mW   1630 mW   1853 mW   3778 mW    287 mW     11 mW      9 mW      0 mW
  21:51:35  36681 mW   1371 mW      0 mW    872 mW   1677 mW   1869 mW   3779 mW    390 mW      9 mW      9 mW      0 mW
  21:51:35  36140 mW   1222 mW      0 mW    777 mW   1569 mW   1827 mW   3718 mW    234 mW      9 mW      9 mW      0 mW
  21:51:36  13162 mW   1303 mW      0 mW    653 mW   1223 mW   1372 mW   1617 mW    370 mW      9 mW      9 mW      0 mW
  21:51:36    358 mW   1132 mW      0 mW    379 mW    730 mW    757 mW     45 mW    234 mW      9 mW      7 mW      0 mW
  21:51:37  20510 mW   1245 mW      0 mW    634 mW   1078 mW   1193 mW   1133 mW    382 mW      7 mW      7 mW      0 mW
  21:51:37  48375 mW   1217 mW      0 mW    799 mW   1555 mW   2060 mW   4028 mW    294 mW      7 mW      9 mW      0 mW
  21:51:37  44192 mW   1726 mW      0 mW    900 mW   1640 mW   2077 mW   3861 mW    328 mW      9 mW      7 mW      0 mW
  21:51:38  44179 mW   1865 mW      0 mW    936 mW   1678 mW   2129 mW   3918 mW    375 mW     12 mW      9 mW      0 mW
  21:51:38  40722 mW   1269 mW      0 mW    839 mW   1559 mW   1984 mW   3646 mW    235 mW      9 mW      9 mW      0 mW
  21:51:39  42147 mW   1418 mW      0 mW    878 mW   1629 mW   2006 mW   3776 mW    377 mW      9 mW      9 mW      0 mW
  21:51:39  38933 mW   1211 mW      0 mW    769 mW   1553 mW   1898 mW   3657 mW    237 mW      9 mW      9 mW      0 mW
  21:51:40  38396 mW   1319 mW      0 mW    896 mW   1723 mW   1911 mW   3827 mW    397 mW     12 mW      9 mW      0 mW
  21:51:40  36022 mW   1236 mW      0 mW    722 mW   1516 mW   1717 mW   3540 mW    255 mW      9 mW      9 mW      0 mW
  21:51:40  37156 mW   1292 mW      0 mW    887 mW   1650 mW   1919 mW   3652 mW    350 mW      9 mW     12 mW      0 mW
  21:51:41  37279 mW   1308 mW      0 mW    846 mW   1661 mW   1862 mW   3729 mW    343 mW      9 mW      9 mW      0 mW
  21:51:41  36724 mW   1194 mW      0 mW    785 mW   1550 mW   1809 mW   3554 mW    268 mW     11 mW      9 mW      0 mW
  21:51:42   6254 mW   1379 mW      0 mW    646 mW   1219 mW   1357 mW    890 mW    375 mW      9 mW      9 mW      0 mW
  21:51:42    295 mW   1037 mW      0 mW    338 mW    619 mW    630 mW     25 mW    264 mW      8 mW      6 mW      0 mW
  21:51:43  30424 mW   1985 mW      0 mW    967 mW   1427 mW   1819 mW   3004 mW    406 mW      7 mW      9 mW      0 mW
  21:51:43  40973 mW   1644 mW      0 mW    941 mW   1655 mW   2043 mW   5167 mW    255 mW      9 mW      9 mW      0 mW
  21:51:44  41827 mW   1523 mW      0 mW   1112 mW   1870 mW   2241 mW   5482 mW    392 mW     12 mW      9 mW      0 mW
  21:51:44  37880 mW   1342 mW      0 mW    932 mW   1660 mW   2047 mW   5098 mW    276 mW      9 mW      9 mW      0 mW
  21:51:44  39229 mW   1441 mW      0 mW   1066 mW   1792 mW   2165 mW   5263 mW    344 mW      9 mW     11 mW      0 mW
  21:51:45  38082 mW   1475 mW      0 mW   1035 mW   1790 mW   2183 mW   5337 mW    350 mW     12 mW      9 mW      0 mW
  21:51:45  36041 mW   1384 mW      0 mW    993 mW   1690 mW   2072 mW   5031 mW    279 mW      9 mW      9 mW      0 mW
  21:51:46  36949 mW   1522 mW      0 mW   1096 mW   1826 mW   2208 mW   5282 mW    396 mW      9 mW     11 mW      0 mW
  21:51:46  35630 mW   1512 mW      0 mW   1000 mW   1712 mW   2070 mW   5040 mW    240 mW      9 mW      9 mW      0 mW
  21:51:47  36478 mW   1593 mW      0 mW   1092 mW   1828 mW   2212 mW   5266 mW    399 mW     12 mW      9 mW      0 mW
  21:51:47  34377 mW   1251 mW      0 mW    916 mW   1653 mW   1970 mW   4990 mW    242 mW      9 mW      9 mW      0 mW
  21:51:48  23550 mW   1641 mW      0 mW    984 mW   1654 mW   1948 mW   3838 mW    392 mW      9 mW     11 mW      0 mW
  21:51:48    578 mW   1617 mW      0 mW    523 mW    981 mW   1006 mW     77 mW    320 mW     11 mW      9 mW      0 mW
  21:51:48   1661 mW   2255 mW      0 mW    600 mW   1066 mW   1148 mW     39 mW    301 mW      9 mW      6 mW      0 mW
  21:51:49  47977 mW   1368 mW      0 mW   1046 mW   1814 mW   2141 mW   6104 mW    373 mW     12 mW      9 mW      0 mW
  21:51:49  38018 mW   1350 mW      0 mW    972 mW   1718 mW   2067 mW   5719 mW    271 mW      9 mW     11 mW      0 mW
  21:51:50  36490 mW   1498 mW      0 mW   1060 mW   1846 mW   2164 mW   5881 mW    392 mW      9 mW      9 mW      0 mW
  21:51:50  33715 mW   1234 mW      0 mW    891 mW   1652 mW   1900 mW   5471 mW    241 mW      9 mW      9 mW      0 mW
  21:51:51  37031 mW   1595 mW      0 mW   1145 mW   1938 mW   2277 mW   5995 mW    409 mW     12 mW     12 mW      0 mW
  21:51:51  34622 mW   1309 mW      0 mW    886 mW   1705 mW   1843 mW   5684 mW    253 mW      9 mW      9 mW      0 mW
  21:51:51  33871 mW   1453 mW      0 mW   1006 mW   1731 mW   2027 mW   5447 mW    373 mW      9 mW      9 mW      0 mW
  21:51:52  34687 mW   1325 mW      0 mW    961 mW   1761 mW   1982 mW   5694 mW    346 mW      9 mW      9 mW      0 mW
  21:51:52  34172 mW   1389 mW      0 mW    973 mW   1721 mW   2009 mW   5552 mW    315 mW     11 mW     11 mW      0 mW
  21:51:53  35526 mW   1797 mW      0 mW   1082 mW   1854 mW   2148 mW   5797 mW    414 mW      9 mW      9 mW      0 mW
  21:51:53  35030 mW   1384 mW      0 mW    952 mW   1769 mW   2000 mW   5767 mW    269 mW     12 mW      9 mW      0 mW
  21:51:54  10984 mW   1734 mW      0 mW    766 mW   1327 mW   1544 mW   2142 mW    378 mW      9 mW     11 mW      0 mW
  21:51:54    418 mW   1055 mW      0 mW    417 mW    783 mW    812 mW     46 mW    255 mW      9 mW      9 mW      0 mW
  21:51:55  23767 mW   1342 mW      0 mW    790 mW   1258 mW   1522 mW   2462 mW    397 mW     12 mW      7 mW      0 mW
  21:51:55  38977 mW   1248 mW      0 mW    870 mW   1668 mW   1954 mW   6027 mW    245 mW      9 mW      9 mW      0 mW
  21:51:55  36252 mW   1404 mW      0 mW   1041 mW   1810 mW   2113 mW   5840 mW    374 mW      9 mW     12 mW      0 mW
  21:51:56  35648 mW   1238 mW      0 mW    939 mW   1747 mW   1954 mW   5853 mW    331 mW      9 mW      9 mW      0 mW
  21:51:56  34833 mW   1292 mW      0 mW    951 mW   1697 mW   2009 mW   5692 mW    296 mW     11 mW      9 mW      0 mW
  21:51:57  36796 mW   1440 mW      0 mW   1044 mW   1839 mW   2130 mW   5988 mW    414 mW      9 mW     11 mW      0 mW
  21:51:57  35379 mW   1282 mW      0 mW    897 mW   1716 mW   1920 mW   5888 mW    266 mW      9 mW      9 mW      0 mW
  21:51:58  31712 mW   1850 mW      0 mW    998 mW   1730 mW   1892 mW   5505 mW    394 mW     11 mW      9 mW      0 mW
  21:51:58  31192 mW   1170 mW      0 mW    830 mW   1630 mW   1668 mW   5619 mW    265 mW      9 mW     11 mW      0 mW
  21:51:59  32553 mW   1407 mW      0 mW   1032 mW   1818 mW   1866 mW   5847 mW    423 mW     11 mW      9 mW      0 mW
  21:51:59  29856 mW   1581 mW      0 mW    872 mW   1616 mW   1743 mW   5452 mW    291 mW      9 mW      9 mW      0 mW
  21:51:59  29856 mW   1375 mW      0 mW   1006 mW   1797 mW   1838 mW   5707 mW    388 mW      9 mW     12 mW      0 mW
  21:52:00    561 mW   1137 mW      0 mW    511 mW    958 mW   1078 mW     92 mW    338 mW     11 mW      8 mW      0 mW
  21:52:00    412 mW   1095 mW      0 mW    404 mW    816 mW    706 mW     36 mW    292 mW      8 mW      8 mW      0 mW
  21:52:01  43147 mW   1430 mW      0 mW    996 mW   1732 mW   1954 mW   5363 mW    401 mW     12 mW      9 mW      0 mW
  21:52:01  36129 mW   1183 mW      0 mW    892 mW   1714 mW   1962 mW   5822 mW    248 mW      9 mW      9 mW      0 mW
  21:52:02  37430 mW   1439 mW      0 mW   1038 mW   1882 mW   2136 mW   6095 mW    404 mW      9 mW      9 mW      0 mW
  21:52:02  36358 mW   1654 mW      0 mW    938 mW   1726 mW   1948 mW   5885 mW    305 mW     12 mW      9 mW      0 mW
  21:52:03  36292 mW   1760 mW      0 mW   1142 mW   1906 mW   2150 mW   5922 mW    406 mW      9 mW     12 mW      0 mW
  21:52:03  33887 mW   1906 mW      0 mW    955 mW   1723 mW   1855 mW   5826 mW    327 mW      9 mW      9 mW      0 mW
  21:52:03  31439 mW   1308 mW      0 mW    935 mW   1646 mW   1737 mW   5607 mW    368 mW      9 mW      9 mW      0 mW
  21:52:04  31613 mW   1300 mW      0 mW    908 mW   1565 mW   1717 mW   5653 mW    362 mW     11 mW     11 mW      0 mW
  21:52:04  33125 mW   1662 mW      0 mW    964 mW   1690 mW   1887 mW   5872 mW    305 mW      9 mW      9 mW      0 mW
  21:52:05  31372 mW   1375 mW      0 mW    951 mW   1612 mW   1761 mW   5622 mW    402 mW      9 mW      9 mW      0 mW
  21:52:05  32080 mW   1240 mW      0 mW    849 mW   1523 mW   1706 mW   5816 mW    268 mW     11 mW     11 mW      0 mW
  21:52:06  15393 mW   1265 mW      0 mW    750 mW   1325 mW   1432 mW   3159 mW    400 mW      9 mW      9 mW      0 mW
  21:52:06    358 mW   1443 mW      0 mW    429 mW    855 mW    879 mW     45 mW    242 mW      8 mW      8 mW      0 mW
  21:52:07  15641 mW   1428 mW      0 mW    676 mW   1165 mW   1182 mW   1324 mW    411 mW     11 mW      9 mW      0 mW
  21:52:07  41239 mW   1290 mW      0 mW    908 mW   1910 mW   1959 mW   6060 mW    270 mW      9 mW      9 mW      0 mW
  21:52:07  37275 mW   1394 mW      0 mW   1029 mW   2179 mW   2087 mW   6001 mW    363 mW      9 mW      9 mW      0 mW
  21:52:08  36431 mW   1304 mW      0 mW    992 mW   2077 mW   2018 mW   5945 mW    372 mW     11 mW      9 mW      0 mW
  21:52:08  35800 mW   1532 mW      0 mW    999 mW   1976 mW   2016 mW   5667 mW    293 mW      9 mW     11 mW      0 mW
  21:52:09  36621 mW   1351 mW      0 mW   1055 mW   2226 mW   2117 mW   5953 mW    412 mW      9 mW      9 mW      0 mW
  21:52:09  35783 mW   1668 mW      0 mW    934 mW   1882 mW   1947 mW   5865 mW    267 mW     11 mW     11 mW      0 mW
  21:52:10  34135 mW   1370 mW      0 mW   1006 mW   2129 mW   1973 mW   5802 mW    405 mW      9 mW      9 mW      0 mW
  21:52:10  35956 mW   1211 mW      0 mW    894 mW   1835 mW   1874 mW   5956 mW    273 mW     12 mW      9 mW      0 mW
  21:52:11  35338 mW   1358 mW      0 mW   1018 mW   2058 mW   1976 mW   5819 mW    406 mW      9 mW     11 mW      0 mW
  21:52:11  32685 mW   1341 mW      0 mW    894 mW   1736 mW   1752 mW   5729 mW    305 mW      9 mW      9 mW      0 mW
  21:52:11  34328 mW   1215 mW      0 mW    986 mW   2058 mW   1959 mW   5627 mW    352 mW     11 mW      9 mW      0 mW
  21:52:12    498 mW   1182 mW      0 mW    567 mW   1087 mW   1153 mW    567 mW    360 mW      8 mW     11 mW      0 mW
  21:52:12    386 mW   1188 mW      0 mW    450 mW    907 mW    805 mW     33 mW    323 mW     11 mW      7 mW      0 mW
  21:52:13  10908 mW   1646 mW      0 mW   5745 mW   2813 mW   3853 mW   1319 mW    408 mW      9 mW      9 mW      0 mW
  21:52:13  12564 mW   1672 mW      0 mW   6934 mW   3245 mW   4499 mW   1695 mW    249 mW      9 mW      9 mW      0 mW
  21:52:14  11459 mW   2400 mW      0 mW   6581 mW   3197 mW   4336 mW   1498 mW    387 mW      9 mW      7 mW      0 mW
  21:52:14  10770 mW   1545 mW      0 mW   6249 mW   3005 mW   4161 mW   1409 mW    228 mW     11 mW      9 mW      0 mW
  21:52:15  11325 mW   2451 mW      0 mW   6770 mW   3246 mW   4436 mW   1538 mW    374 mW      9 mW      9 mW      0 mW
  21:52:15  11003 mW   1654 mW      0 mW   6603 mW   3184 mW   4270 mW   1532 mW    292 mW      9 mW      7 mW      0 mW
  21:52:15   4859 mW   1774 mW      0 mW   4224 mW   2264 mW   3005 mW    909 mW    330 mW     11 mW      9 mW      0 mW
  21:52:16    339 mW   3311 mW      0 mW    904 mW   1187 mW   1380 mW     37 mW    338 mW      7 mW      7 mW      0 mW
  21:52:16   2045 mW   1181 mW      0 mW   1006 mW   1040 mW    993 mW    154 mW    273 mW      6 mW      6 mW      0 mW
  21:52:17  19606 mW   1536 mW      0 mW   9114 mW   3788 mW   5649 mW   2610 mW    387 mW      7 mW      7 mW      0 mW
  21:52:17  25886 mW   1601 mW      0 mW   9707 mW   4052 mW   6198 mW   2982 mW    245 mW     11 mW      9 mW      0 mW
  21:52:18  25584 mW   2389 mW      0 mW   9572 mW   4098 mW   6085 mW   2890 mW    377 mW      9 mW      7 mW      0 mW
  21:52:18  25503 mW   1522 mW      0 mW   9437 mW   3934 mW   6037 mW   2906 mW    243 mW      9 mW      7 mW      0 mW
  21:52:19  26481 mW   1782 mW      0 mW   9815 mW   4130 mW   6252 mW   2995 mW    389 mW     12 mW      7 mW      0 mW
  21:52:19  24219 mW   1979 mW      0 mW   9005 mW   3764 mW   5752 mW   2774 mW    270 mW      9 mW      9 mW      0 mW
  21:52:19  25930 mW   1605 mW      0 mW   9517 mW   4000 mW   6068 mW   2924 mW    342 mW      9 mW      7 mW      0 mW
  21:52:20  26667 mW   2152 mW      0 mW   9836 mW   4120 mW   6268 mW   3021 mW    351 mW      9 mW      9 mW      0 mW
  21:52:20  19424 mW   1598 mW      0 mW   7900 mW   3447 mW   5198 mW   2429 mW    281 mW     11 mW      9 mW      0 mW
  21:52:21    468 mW   1205 mW      0 mW    500 mW    844 mW    850 mW     59 mW    352 mW      6 mW      6 mW      0 mW
  21:52:21    409 mW   1220 mW      0 mW    410 mW    706 mW    677 mW     24 mW    254 mW      9 mW      7 mW      0 mW
  21:52:22  25852 mW   1473 mW      0 mW   9805 mW   3988 mW   5975 mW   2976 mW    385 mW      7 mW      7 mW      0 mW
  21:52:22  27412 mW   1305 mW      0 mW  10123 mW   4077 mW   6289 mW   3159 mW    232 mW      9 mW      7 mW      0 mW
  21:52:23  29369 mW   1636 mW      0 mW  11137 mW   4533 mW   6897 mW   3462 mW    402 mW      9 mW      9 mW      0 mW
  21:52:23  27538 mW   1509 mW      0 mW  10153 mW   4110 mW   6297 mW   3170 mW    270 mW     11 mW      7 mW      0 mW
  21:52:23  29292 mW   1615 mW      0 mW  10935 mW   4446 mW   6773 mW   3407 mW    350 mW      9 mW      7 mW      0 mW
  21:52:24  26734 mW   1606 mW      0 mW  10163 mW   4118 mW   6291 mW   3164 mW    346 mW      9 mW      9 mW      0 mW
  21:52:24  27553 mW   1477 mW      0 mW  10301 mW   4154 mW   6384 mW   3216 mW    249 mW      9 mW      7 mW      0 mW
  21:52:25  29807 mW   2256 mW      0 mW  11060 mW   4512 mW   6848 mW   3429 mW    399 mW     12 mW      9 mW      0 mW
  21:52:25  27593 mW   2068 mW      0 mW  10173 mW   4103 mW   6288 mW   3169 mW    229 mW      9 mW      9 mW      0 mW
  21:52:26  28764 mW   1608 mW      0 mW  10742 mW   4350 mW   6638 mW   3334 mW    386 mW      9 mW      9 mW      0 mW
  21:52:26  27892 mW   1367 mW      0 mW  10484 mW   4211 mW   6489 mW   3275 mW    261 mW      9 mW      7 mW      0 mW
  21:52:26  12936 mW   1466 mW      0 mW   5590 mW   2601 mW   3738 mW   1704 mW    357 mW     11 mW      9 mW      0 mW
  21:52:27    357 mW   1196 mW      0 mW    470 mW    765 mW    836 mW     47 mW    317 mW      9 mW      7 mW      0 mW
  21:52:27   8028 mW   1241 mW      0 mW   2507 mW   1557 mW   1978 mW    680 mW    294 mW      7 mW      7 mW      0 mW
  21:52:28  29377 mW   1539 mW      0 mW  11189 mW   4481 mW   6840 mW   3627 mW    384 mW      9 mW      7 mW      0 mW
  21:52:28  29345 mW   1340 mW      0 mW  11039 mW   4380 mW   6758 mW   3606 mW    244 mW      9 mW      9 mW      0 mW
  21:52:29  30084 mW   1508 mW      0 mW  11225 mW   4488 mW   6859 mW   3642 mW    387 mW      9 mW      7 mW      0 mW
  21:52:29  27859 mW   1728 mW      0 mW  10433 mW   4146 mW   6375 mW   3392 mW    288 mW     11 mW      9 mW      0 mW
  21:52:30  30715 mW   1465 mW      0 mW  11503 mW   4599 mW   7022 mW   3735 mW    396 mW      9 mW      9 mW      0 mW
  21:52:30  28378 mW   1289 mW      0 mW  10600 mW   4196 mW   6472 mW   3465 mW    308 mW      9 mW      7 mW      0 mW
  21:52:30  31116 mW   1978 mW      0 mW  11443 mW   4574 mW   6980 mW   3715 mW    375 mW     11 mW      9 mW      0 mW
  21:52:31  29646 mW   1441 mW      0 mW  11082 mW   4416 mW   6761 mW   3606 mW    364 mW      9 mW      9 mW      0 mW
  21:52:31  29627 mW   1397 mW      0 mW  11067 mW   4408 mW   6740 mW   3601 mW    290 mW      9 mW      9 mW      0 mW
  21:52:32  29482 mW   1399 mW      0 mW  10944 mW   4363 mW   6664 mW   3551 mW    395 mW      9 mW      7 mW      0 mW
  21:52:32  29883 mW   1289 mW      0 mW  11112 mW   4385 mW   6764 mW   3624 mW    281 mW     12 mW      9 mW      0 mW
  21:52:33   5177 mW   1381 mW      0 mW   2875 mW   1811 mW   2350 mW    858 mW    392 mW      9 mW      9 mW      0 mW
  21:52:33    240 mW    993 mW      0 mW    333 mW    533 mW    605 mW     24 mW    216 mW      8 mW      6 mW      0 mW
  21:52:34  21862 mW   1439 mW      0 mW   7732 mW   3345 mW   5024 mW   2480 mW    437 mW      9 mW      9 mW      0 mW
  21:52:34  30616 mW   1312 mW      0 mW  11387 mW   4470 mW   6913 mW   3830 mW    279 mW     12 mW      7 mW      0 mW
  21:52:34  30172 mW   1862 mW      0 mW  11214 mW   4446 mW   6798 mW   3756 mW    334 mW      9 mW      9 mW      0 mW
  21:52:35  29372 mW   1274 mW      0 mW  10933 mW   4309 mW   6622 mW   3671 mW    341 mW      9 mW      7 mW      0 mW
  21:52:35  31717 mW   1765 mW      0 mW  11751 mW   4614 mW   7109 mW   3945 mW    295 mW     12 mW      9 mW      0 mW
  21:52:36  31237 mW   1464 mW      0 mW  11553 mW   4562 mW   6982 mW   3865 mW    412 mW      9 mW      9 mW      0 mW
  21:52:36  28945 mW   1243 mW      0 mW  10615 mW   4153 mW   6411 mW   3569 mW    244 mW      9 mW      9 mW      0 mW
  21:52:37  31878 mW   1398 mW      0 mW  11867 mW   4675 mW   7162 mW   3970 mW    425 mW      9 mW      9 mW      0 mW
  21:52:37  30444 mW   1207 mW      0 mW  11288 mW   4408 mW   6813 mW   3804 mW    263 mW     12 mW      9 mW      0 mW
  21:52:37  31032 mW   1357 mW      0 mW  11307 mW   4455 mW   6815 mW   3788 mW    406 mW      9 mW      9 mW      0 mW
  21:52:38  30456 mW   1317 mW      0 mW  11184 mW   4385 mW   6744 mW   3756 mW    341 mW      9 mW      9 mW      0 mW
  21:52:38  20815 mW   1321 mW      0 mW   8535 mW   3527 mW   5295 mW   2835 mW    316 mW     11 mW      8 mW      0 mW
  21:52:39    451 mW   1128 mW      0 mW    602 mW    999 mW   1031 mW     89 mW    391 mW      8 mW      8 mW      0 mW
  21:52:39   4790 mW   1184 mW      0 mW   1118 mW   1109 mW   1150 mW    241 mW    301 mW     11 mW      9 mW      0 mW
  21:52:40  30219 mW   1767 mW      0 mW  11332 mW   4465 mW   6831 mW   3928 mW    383 mW      9 mW      9 mW      0 mW
  21:52:40  32540 mW   1252 mW      0 mW  11667 mW   4532 mW   7007 mW   4061 mW    261 mW      9 mW      7 mW      0 mW
  21:52:41  32506 mW   1906 mW      0 mW  11828 mW   4639 mW   7094 mW   4093 mW    416 mW     11 mW      9 mW      0 mW
  21:52:41  31188 mW   1283 mW      0 mW  11627 mW   4545 mW   6967 mW   4048 mW    263 mW      9 mW     12 mW      0 mW
  21:52:42  32486 mW   1401 mW      0 mW  11607 mW   4548 mW   6957 mW   4027 mW    408 mW      9 mW      9 mW      0 mW
  21:52:42  32516 mW   1270 mW      0 mW  11592 mW   4496 mW   6942 mW   4037 mW    331 mW     11 mW      9 mW      0 mW
  21:52:42  32050 mW   1241 mW      0 mW  11544 mW   4512 mW   6913 mW   4013 mW    339 mW      9 mW      9 mW      0 mW
  21:52:43  31800 mW   1409 mW      0 mW  11652 mW   4563 mW   6979 mW   4041 mW    407 mW      9 mW      9 mW      0 mW
  21:52:43  31918 mW   1214 mW      0 mW  11490 mW   4469 mW   6880 mW   4000 mW    264 mW      9 mW     11 mW      0 mW
  21:52:44  29630 mW   1344 mW      0 mW  11569 mW   4526 mW   6935 mW   4022 mW    412 mW     12 mW      9 mW      0 mW
  21:52:44  25296 mW   1207 mW      0 mW  11276 mW   4383 mW   6764 mW   3936 mW    263 mW      9 mW      9 mW      0 mW
  21:52:45   8018 mW   1411 mW      0 mW   4987 mW   2343 mW   3285 mW   1681 mW    409 mW      9 mW      9 mW      0 mW
  21:52:45    418 mW   1446 mW      0 mW    481 mW    745 mW    822 mW     62 mW    281 mW     11 mW      9 mW      0 mW
  21:52:45  16796 mW   1671 mW      0 mW   5043 mW   2502 mW   3536 mW   1602 mW    392 mW      9 mW      9 mW      0 mW
  21:52:46  32350 mW   1246 mW      0 mW  11409 mW   4433 mW   6823 mW   4004 mW    340 mW      9 mW      9 mW      0 mW
  21:52:46  29252 mW   1330 mW      0 mW  11356 mW   4426 mW   6795 mW   3998 mW    322 mW     11 mW      9 mW      0 mW
  21:52:47  29323 mW   2091 mW      0 mW  11966 mW   4678 mW   7154 mW   4194 mW    421 mW      9 mW     11 mW      0 mW
  21:52:47  22494 mW   1253 mW      0 mW  11499 mW   4189 mW   6902 mW   4057 mW    260 mW     11 mW      9 mW      0 mW
  21:52:48  18847 mW   1540 mW      0 mW  11004 mW   3703 mW   6614 mW   3735 mW    412 mW      9 mW      9 mW      0 mW
  21:52:48  14389 mW   1203 mW      0 mW   9618 mW   3377 mW   5305 mW   2759 mW    262 mW      9 mW      7 mW      0 mW
  21:52:49  12931 mW   1438 mW      0 mW   9122 mW   3373 mW   5039 mW   2169 mW    412 mW      9 mW      9 mW      0 mW
  21:52:49   9864 mW   1239 mW      0 mW   7978 mW   2920 mW   4373 mW   1548 mW    289 mW     11 mW      9 mW      0 mW
  21:52:49  10080 mW   1424 mW      0 mW   7923 mW   3036 mW   4465 mW   1415 mW    386 mW      9 mW      9 mW      0 mW
  21:52:50   8916 mW   1402 mW      0 mW   7734 mW   2957 mW   4453 mW   1346 mW    349 mW      9 mW      7 mW      0 mW
  21:52:50   9441 mW   1352 mW      0 mW   7581 mW   2785 mW   4202 mW   1339 mW    317 mW     11 mW      9 mW      0 mW
  21:52:51    706 mW   1799 mW      0 mW   1322 mW   1203 mW   1476 mW    188 mW    380 mW      9 mW      7 mW      0 mW
  21:52:51    247 mW   1176 mW      0 mW    415 mW    663 mW    661 mW     19 mW    220 mW      6 mW      9 mW      0 mW
  21:52:52   8058 mW   1551 mW      0 mW   7042 mW   3097 mW   4562 mW   1405 mW    400 mW      9 mW      7 mW      0 mW
  21:52:52  12904 mW   1571 mW      0 mW  11590 mW   4642 mW   7224 mW   3145 mW    243 mW      9 mW      7 mW      0 mW
  21:52:53  11533 mW   1872 mW      0 mW  11559 mW   4737 mW   7091 mW   2578 mW    397 mW     12 mW      7 mW      0 mW
  21:52:53  10991 mW   1586 mW      0 mW  10745 mW   4383 mW   6619 mW   2269 mW    266 mW      9 mW      7 mW      0 mW
  21:52:53  10596 mW   1791 mW      0 mW  10629 mW   4383 mW   6510 mW   2287 mW    341 mW      9 mW      7 mW      0 mW
  21:52:54  10936 mW   1657 mW      0 mW  10306 mW   4211 mW   6345 mW   2256 mW    335 mW      9 mW      7 mW      0 mW
  21:52:54  11696 mW   1628 mW      0 mW  11162 mW   4568 mW   6869 mW   2488 mW    277 mW     12 mW      7 mW      0 mW
  21:52:55   4266 mW   1698 mW      0 mW   6813 mW   3017 mW   4163 mW   1262 mW    348 mW      8 mW      6 mW      0 mW
  21:52:55    227 mW   1361 mW      0 mW    399 mW    631 mW    545 mW     21 mW    260 mW      6 mW      6 mW      0 mW
